0	105	25	17	21	22	20	12	20	19	17	27	10	19	17	18	24	14	20	11	16	19	16	12	12	18	18	14	22	22	18	23	14	12	14	18	16	13
0	0	97	13	15	14	13	14	18	22	9	16	13	13	16	17	16	17	20	14	19	21	19	19	15	11	18	11	16	12	15	16	15	14	17	16	25	18
0	0	0	104	15	18	20	19	19	18	21	16	9	16	12	19	20	20	19	19	15	12	21	14	10	15	23	17	16	20	23	14	16	12	23	23	23	17
0	0	0	0	117	17	20	18	20	20	22	15	18	23	21	25	16	21	16	17	17	17	25	20	21	15	17	24	19	28	18	22	23	17	22	20	23	14
0	0	0	0	0	101	17	16	22	17	20	14	10	18	15	22	14	14	18	18	18	15	13	10	15	14	18	20	14	17	22	15	26	16	15	21	19	12
0	0	0	0	0	0	109	17	20	21	18	21	11	17	20	18	17	14	10	18	20	19	20	20	16	13	17	26	21	13	20	28	24	17	13	18	25	12
0	0	0	0	0	0	0	109	21	24	24	22	21	16	21	32	16	19	10	19	13	12	19	23	23	16	14	13	12	19	25	17	14	16	21	23	18	15
0	0	0	0	0	0	0	0	112	15	14	14	14	28	20	21	14	12	18	15	16	15	14	22	28	21	21	22	21	23	24	18	26	11	19	13	16	17
0	0	0	0	0	0	0	0	0	123	19	20	13	26	24	27	20	16	23	17	17	17	25	20	20	18	20	19	23	17	22	21	21	21	25	22	24	25
0	0	0	0	0	0	0	0	0	0	110	12	18	19	16	17	18	23	25	17	16	19	17	19	20	16	18	20	23	17	24	13	16	20	19	20	19	15
0	0	0	0	0	0	0	0	0	0	0	115	21	20	22	21	16	21	27	20	16	24	12	21	18	19	23	19	21	18	21	20	17	13	20	20	24	19
0	0	0	0	0	0	0	0	0	0	0	0	91	13	14	17	12	24	14	17	12	19	14	20	17	14	12	12	18	19	18	13	12	11	18	18	19	11
0	0	0	0	0	0	0	0	0	0	0	0	0	131	27	28	27	22	26	24	18	26	28	22	23	20	29	19	16	19	30	20	25	19	24	23	18	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	18	16	21	17	17	18	23	20	23	18	20	13	23	14	19	21	29	13	15	21	16	16	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	20	25	23	19	18	18	28	28	22	31	28	22	13	26	22	23	22	14	23	25	23	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	16	19	14	17	14	12	12	7	13	14	17	14	14	22	14	14	14	26	20	16	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	24	16	23	25	28	16	19	15	23	22	22	23	20	23	24	20	20	22	21	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	17	19	21	20	19	14	18	20	19	14	18	18	19	17	13	20	22	15	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	23	19	19	17	15	17	18	10	14	15	24	18	21	16	18	23	21	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	17	17	11	10	10	17	13	18	25	20	19	13	21	24	14	14	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	14	25	20	13	27	20	22	20	22	20	17	20	20	17	19	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	17	20	13	23	12	16	18	16	22	23	16	22	21	18	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	15	21	16	23	21	9	18	26	19	11	15	18	19	13
